,Title,Location,Company,Salary,Description
3853,Web Developer,Ponda,Coderix Solutions LLP,216000-360000,key  build web application internal external client determine technical requirement implement solution build state art application collaborate html cs shared javascript valid consistent across application prepare maintain application utilizing standard tool utilize backend service contribute increase existing service api entire web application life cycle right concept stage delivery post launch support refactor optimize existing code maintenance scale use test driven acceptance test feature quality interface customer internal team gather requirement develop software solution convey effectively task progress evaluation suggestion schedule along technical process issue document process architecture standard component coordinate co developer keep project informed status effort serf associate staff project keep trend best practice web produced meet performing quality check done project delivered time required 2 year using php html cs javascript business knowledge object oriented core php programming least 2 php mvc framework e laravel codeigniter time management organization working mysql preferred proficient knowledge web application architecture strong problem solver troubleshooting effective proficient php html5 javascript jquery expert knowledge api facebook google map instagram etc understanding responsive design framework bootstrap basic knowledge saas application additional type full time commission 18 000 00 000 00 total 2 year required education bachelor required licence core php preferred remotely
3854,Web Developer,Pune,BOP Consultancy & Services,120000-240000,bop consultancy service full stack developer understanding language required either fresher experienced ready upcoming technology player accordance task provided effective productive increase efficiency thus deliver given project task given deadline candidate following skill coding php 5 knowledge html cs json call hand laravel framework knowledge cm framework like prestahop knowledge javascript framework knowledge server side knowledge api programming knowledge cloud hosting service digitalocean aws etc familiarity restful api knowledge git version repository know creating responsive web pressure fluent member client required understanding agile software individual candidate optimistic passionate dedicated towards task given creative proactive ethic creating positive scrum methodology followed documented main role shall performing broadly understanding requirement project converting requirement fully functioning web application understanding requirement project converting requirement task list scrum interact supervisor project manager designer relative teammate consult understanding design building testing deploying project along teammate associate active participation project meeting creative approach defining system project architecture  duty shall responsible developing responsive web page shall  writing code required backend per architecture defined product project write api structure business per project demand consume backend write service front page wireframes responsible convert design codebase able product design develop web page friendly documented architecture type full time part time 000 00 000 00 year laravel 1 year required php based cm framework 1 year preferred education bachelor preferred licence core php preferred programming language needed python preferred remotely temporarily 
3855,Web Developer,Pune,Honest Web Designs,144000-288000,php laravel bootstrap mysql design develop debug web application team develop web apps using php focus developing user interface component implement following known php workflow type full time 12 000 00 000 00 software 1 year preferred total 1 year preferred education bachelor preferred licence core php preferred programming language needed python preferred remotely yes
3856,Web Developer,Pune,SATMAT GROUP,144000-300000,php developer required  required 1 year must able codeigniter full time 12 000 00 000 00 software 1 year required total 1 year required education bachelor preferred licence core php preferred programming language needed python preferred remotely
3857,Web Developer,Ranchi,TRISYA INFOTECH PRIVATE LIMITED,120000-240000,1 php mysql various open source framework 2 strong knowledge javascript xhtml cs ajax sql 3 self motivator solve complex problem design requirement documentation 4 basic knowledge oops concept full time 000 00 000 00 year php web 1 year preferred education bachelor required ranchi jharkhand preferred language english preferred programming language needed html preferred cs preferred javascript preferred php preferred net preferred
3858,Web Developer,Surat,For Each Next,144000-300000, various php framework like wordpress laravel codeigniter cakephp opencart really boost knowledge learning  duty full web module plugin development html cs knowledge required jquery ajax javascript knowledge required qualification able english benefit flexible working hour free atmosphere office saturday half day full time 12 000 00 000 00 per surat gujarat preferred benefit industry software remotely temporarily 
3860,Web Developer,Tamil Nadu,Humanity Infotek,204000-216000,required qualification top notch php programming depth knowledge modern html cs javascript strong knowledge mysql database solid understanding web application including security session management best practice working knowledge wordpress framework codeigniter laravel added basic knowledge search engine optimization process proven working web programming full time 17k 18k
3861,Web Developer,Thane,Hypexserve solutions LLP,200000-400000,php developer 1 2 year able apis web related task type full time internship fresher 000 00 000 00 year  consideration provide home facility software 1 year preferred total 1 year preferred education bachelor preferred licence core php preferred programming language needed php required
3863,Web Developer,Lucknow,Jamtech Technologies Pvt Ltd,180000-480000,profile actively php developer wordpress developer must proficient wordpress command php php developer wordpress developer required php wordpress api mysql html cs javascript jquery ajax self motivator  plugin theme customization individual understanding project requirement solve complex problem basic knowledge oops concept knowledge frontend php framework plus 6 5 year qualification b tech bca mca pgdca full time 15 000 00 000 00 software 1 year preferred total 1 year preferred education bachelor preferred licence core php preferred programming language needed python preferred
3865,Web Developer,Thane,Microlan IT Service Pvt Ltd.,144000-192000,php developer sound knowledge php codeigniter mysql javascript jquery   basic understanding front technology javascript html5 css3 integration user facing element developed front developer understanding mvc design pattern write designed code knowledge object oriented php programming build efficient testable reusable php module familiarity sql nosql database declarative query language troubleshoot test maintain core product software database strong optimization functionality full time 12 000 00 16 000 00 software developer 1 year preferred php codeigniter 1 year preferred education bachelor preferred programming language needed python preferred
3866,Web Developer,Gurgaon,Corwhite Solutions,125000-275000,1 3 year  requirement   seasoned programmer deep core php coding rich web database management using core php ajax sql jquery html5 ui designing wordpress cm etc independently able manage website php code etc inr 1 000 2 000 p software developer keyskills php java mysql jquery html desired profile rich core php html5 cs javascript jquery mysql html wordpress ajax sql server cake php codeigniter must punctual passionate education ug b tech b e specialization pg tech specialization mca computer
3869,Web Developer,Jaipur,W3care Technologies,120000-420000,  wordpress drupal developer full time w3care information technology marketing ambitious hardworking creative developer developer bring innovation improvement campaign w3care value everyone work w3care invest knowledge w3care focus employee success professionally personally expect everyone best take initiative solve problem key strong knowledge wordpress drupal platform ensuring high performance availability managing technical aspect cm wordpress custom theme plugin wp plugin integration woocommerce wpml membership plugins etc make wordpress manageable admin panel understands wp architecture know perform database code optimization wordpress designing implementing feature functionality establishing guiding website architecture helping formulate effective responsive design turning working theme plugin roll  responsible appropriately structuring code developing module testing productionalizing module minimal handholding build efficient testable reusable php module delivery module minimal supervision knowledge object oriented php programming deliver product release rapid iteration manage risk dependency quality issue delivery integration timeline contribute individually compliance guideline framework best practice organization strong knowledge php web framework wrodpress drupal laravel cakephp yii etc depending technology stack understanding design pattern understanding front technology javascript html5 cs knowledge bootstrap understanding accessibility security compliance depending specific project troubleshoot test maintain core product software database strong optimization functionality develop deploy feature facilitate related procedure tool necessary integration user facing element developed front developer solve complex performance problem architectural challenge full time 10 000 00 000 00 wordpress 2 year preferred 2 year preferred total 1 year preferred education bachelor preferred remotely yes
3871,Web Developer,Pune,Aminfotrix PVT LTD,96000-216000,detail wordpress developer detail date 23rd july time 1 00 pm venue online infotrix detail pune   aminfotrix technology pvt ltd leading web mobile design marketing provider based kolkata india deliver comprehensive web solution competitive rate national client   developer tech must 1 3 yr wordpress plugins customization custom theme plugin conflict troubleshooting woocommerce opencart desirable depth knowledge core wordpress functionality must knowledge responsive design debugging analytical wordpress developing website maintain existing website improving site performance enhance user responsible design layout maintenance website involves depth understanding graphic design computer programming someone demonstrated particularly wordpress required moreover dedicated expert wordpress cm platform migrating wordpress site complete understanding html cs javascript jquery php ajax sql formulate effective responsive design web mobile based latest technique meet branding objective creating integrating rest apis push api using version control github bit bucket additional helpful sure tell worker aws internet marketing knowledge cro seo graphic design proficiency adobe suite creative object oriented programming oop love working infotrix leader value employee committed success opportunity include attending conference accessing training part investing le fortunate locally internationally perk benefit best industry software developer industry software software service functional area software application programming maintenance employment full time category programming design education ug b tech b e computer pg mca computer tech computer doctorate doctorate required must 1 3 yr wordpress 8 000 18 000 per full time 8 000 00 18 000 00 per remotely temporarily 
3874,Web Developer,Hyderabad,Solvencia Technologies Pvt Ltd,800000-1200000, front developer integral part overall process success assume primary  implementing customer patient facing component marketing technology software product service domestic customer internal external expected engage hand front software functioning leader small 2 person side developer front developer report enterprise architect project manager developer adequate planning preparation activity using existing agile kanban approach ensuring overall timeliness quality deliverable success  1 technical aspect day day side participating implementation task directly helping direct front engineer 2 project manager side properly understood assigned estimated milestone commitment met time 3 lead coordinate alignment timely integration front back effort 4 ux designer functional specification wireframes thoroughly understood accurately implemented 5 quality assurance engineer facilitate testing activity necessary 6 high consistent code quality side code use test driven consistent application coding practice side 7 suggest define implement useful software lifecycle improvement approval enterprise architect program knowledge ability 1 thorough working knowledge implement reusable web component vue j 2 thorough working knowledge spa using angular 1 x 3 expert knowledge html cs 4 demonstrated knowledge modern front software engineering best practice including performance optimization secure coding 5 effectively document communicate teammate regarding side topic including solid understanding interpret contribute functional technical software specification engage effective task breakdown 6 demonstrated legacy green field project simultaneously 7 demonstrated multiple technology stack simultaneously 8 demonstrated organize effort front developer 9 minimal supervision remaining accountable committed goal milestone 10 business technical 11 analytical problem solving requirement 1 b computer science equivalent industry required 2 6 year progressive front software emphasis web technology html cs javascript 3 significant vue j angularjs 1 x javascript framework 4 working cross functional software using kanban style workflow management tool process 5 working team using deployment strategy multiple concurrent product edition 6 coding multi tenant service platform including multiple product edition feature set 7 implementing i18n l10n requirement 8 working secure hipaa hitech gdpr compliant software office timing 01 00 pm ist 10 00 pm ist monday friday hitech city hyderabad telangana visit solvencia full time 000 00 1 000 00 year building large scale application 3 year preferred ionic framework 2 year preferred total 6 year required react j 2 year preferred vue j 3 year required javascript 4 year required spa 6 year required front 6 year required angularjs 5 year required remotely temporarily 
3875,Web Developer,Kochi,acesys.co,360000-420000,vibrant developer develop web front page providing cutting edge ui user utilizing html5 css3 bootstrap responsive coding xhtml cs javascript hand bootstrap responsive developemnt html xhtml html5 javascript cs jquery ambeince project range 3 year offered 25k 35k per depends partial worknfrom avaialble full time 000 00 000 00 web 3 year preferred benefit home flexible hour industry software remotely
3886,Web Developer,Calicut,"Element 8 ,HiLITE Business Park",300000-420000, element8 element8 ae growing creative agency based dubai seeking html developer back office calicut category passionate creating website able multi task pressure able adapt technology fast able demonstrate ui design make website addictive appealing strong sense ownership  code quality required information flow develop detailed wireframes plan site design clarifying goal designing functionality oriented organized committed player knowledge photoshop designing html cs adobe photoshop adobe illustrator must able take ownership project see finish understanding jquery javascript produce front code independently profile element 8 leading web design creative agency based dubai uae skilled provides house website ecommerce mobile application seo service extensive track record ensures website connects meaningfully customer approach look beyond immediate business need frame website design marketing project ongoing extension brand core promise full time 000 00 000 00 html cs flash 1 year required ux 1 year required
3887,Web Developer,New Delhi,Quor,1800000-3600000, long term project exciting venture funded startup silicon valley nyc tel aviv india giant medium tech partner building solution potential changing way search consume content online project initially tested successfully wall street taking mainstream requires following javascript html5 css3 git reactjs nodejs docker graphql websockets candidate shall complete understanding html5 css3 including creating animation graph ui interaction complete understanding javascript reactjs self test quiz http davidshariff quiz score 15 min workaholic love coding communicate clearly effectively responsible easily quietly home attend sprint planning enjoy working remotely developer product manager designer different time zone long term write invite technical interview online via video conference type full time pay 000 00 000 00 per  consideration working remotely home front developer 3 year preferred language english required industry software remotely yes
3889,Web Developer,Chennai,Butterfly Graphics,120000-240000,knowledge english 2 3 year travel chennai type full time part time 10 000 00 000 00 wordpress 3 year required 3 year preferred education bachelor preferred remotely yes
3890,Web Developer,Coimbatore,Bright Bridge Infotech,180000-360000,strong wordpress speed performance optimization strong portfolio site improved past explain responsive email call chat available freelancer strong php javascript fast reliable internet connection complete timely fashion deadline fluency spoken written english full time 15 000 00 000 00 cs css3 1 year preferred total 3 year preferred education bachelor preferred remotely
3891,Web Developer,Pune,Yashaa Digital,96000-180000, based cogent mind market time enhance knowledge creative  duty role  working full project php wordpress website scratch finish quality checking php cs html functionality website designed developed delivering responsive perfect cross browser compatibility project needed communicating client change website layout bug fixing delivering project website taking live web server delivery directly making website seo friendly per guideline search engine website maintenance existing website client one golden big brand perfect time apply show qualification basic necessary command english positive attitude willing long term self learning meet deadline attention key strong knowledge core php framework laravel codeigniter must strong understanding hold working php mysql using mvc architecture oops command mysql database sqls knowledge relevant cs html5 php mysql html xhtml xml javascript jquery ajax knowledge coding rest api integration integration payment gateway custom module payment gateway integration like stripe paypal others 1 javascript framework e g vuejs reactjs angularjs nodejs take r activity resolve issue strong knowledge front back optimization technique type full time fresher 8 000 00 15 000 00 php 1 year preferred total 1 year preferred codeigniter 1 year preferred education bachelor preferred pune maharashtra required language english preferred shift night required remotely yes
3892,Web Developer,Vadodara,Pavans Group Techsoft Private Limited,120000-180000,fresher php developer knowledge php mysql html5 css3 jquery etc requirement understanding core php html5 css3 jquery javascript front framework considered must knowledge object oriented programming concept written verbal ready thing take challenge full time 10 000 00 15 000 00 software 1 year preferred total 1 year preferred education bachelor preferred licence core php preferred programming language needed python preferred
3898,Web Developer,New Delhi,Jamun Informatic Pvt. Ltd. | Splendor Group,300000-600000,programming developing application improving existing application like get know potential member splendor variety business interest including real estate information technology consulting space management manufacturing facility launching mobile web application startup potentially application use majority urban indian household tier 1 2 3 city million user part full life cycle application inception react j ui wireframing mvc architecture worked json rest api scrum agile web application server android developer react native scrum agile web application server full time 000 00 000 00 per ui wireframing 2 year required json rest api 2 year preferred web application server 2 year preferred react j 2 year preferred front 2 year required mvc architecture 2 year preferred
3899,Web Developer,New Delhi,Jamun Informatic Pvt. Ltd. | Splendor Group,300000-600000,programming developing application improving existing application like get know potential member splendor variety business interest including real estate information technology consulting space management manufacturing facility launching mobile web application startup potentially application use majority urban indian household tier 1 2 3 city million user part full life cycle application inception react j ui wireframing mvc architecture worked json rest api scrum agile web application server android developer react native scrum agile web application server full time 000 00 000 00 per ui wireframing 2 year required web application server 2 year preferred react j 2 year preferred front 2 year required react native 2 year required
3903,Web Developer,Jaipur,i4 Consulting Pvt Ltd,180000-300000,ui ux developer 1 3 year required proficient understanding cross browser compatibility issue proficient front technology like html5 bootstrap css3 javascript jquery wordpress rest hook custom post type taxonomy must strong knowledge cm open source cm date web protocol technology basic knowledge image authoring tool able crop resize perform small adjustment image familiarity tool photoshop plus visual design hand developing website using responsive web design technology qualification jquery open source wordpress wordpress javascript cm phpcake html plugins front full time 15 000 00 000 00 per wordpress 1 year required cs 1 year required total 1 year required html 1 year required benefit paid leaf leave encashment industry operation helpdesk remotely
3912,Web Developer,Bengaluru,"Madison(China)Industrial Co.,Limited",468000-840000,programmer keen eye design front developer front developer responsible ensuring alignment web design user requirement optimizing web page maximum efficiency maintaining brand consistency across web page among duty  determining structure design web page ensuring user determines design choice developing feature enhance user striking balance functional aesthetic design ensuring web design optimized smartphones building reusable code future use optimizing web page maximum speed scalability utilizing variety markup language write web page maintaining brand consistency throughout design requirement proficient j proficient react vue develop regular component independently proficient html5 css3 bootstrap responsive layout proficiency box model common layout browser mobile device compatibility familiar front automation engineering knowledge web pack fis3 gulp skilled node j develop git m2 skill desirable customization react native desirable skilled magento2 layout component ui desirable skilled magento2 knockout j pwa desirable interpersonal sense teamwork 2 year type full time walk 000 00 000 00 per j 1 year required develop regular component independently 1 year preferred react vue 1 year preferred
3913,Web Developer,Bengaluru,"Madison(China)Industrial Co.,Limited",468000-840000,programmer keen eye design front developer front developer responsible ensuring alignment web design user requirement optimizing web page maximum efficiency maintaining brand consistency across web page among duty  determining structure design web page ensuring user determines design choice developing feature enhance user striking balance functional aesthetic design ensuring web design optimized smartphones building reusable code future use optimizing web page maximum speed scalability utilizing variety markup language write web page maintaining brand consistency throughout design requirement proficient j proficient react vue develop regular component independently proficient html5 css3 bootstrap responsive layout proficiency box model common layout browser mobile device compatibility familiar front automation engineering knowledge web pack fis3 gulp skilled node j develop git m2 skill desirable customization react native desirable skilled magento2 layout component ui desirable skilled magento2 knockout j pwa desirable interpersonal sense teamwork 2 year type full time walk 000 00 000 00 j 1 year required develop regular component independently 1 year preferred react vue 1 year preferred
3914,Web Developer,Bengaluru,MARMETO,200000-500000,  front developer exp 2 year marmeto solution believe solving unseen issue deliver tech solution touch currently providing house product touch based client across globe associated kolkata knight rider hindu tc boat nokia paypal amazon wonderchef raw factory tredy food zapyle sproxil qtrove get course kisan better india harrison bag mordialloc florist list go  ambitious self driven front developer front developer responsible implementing visual element user see interact web application working latest technology chance advance grow expect use variety programming language order user friendly web page optimize web application maximum speed always stay consistent brand guideline make suggestion better solution problem keep abreast latest emerging technology search still passionate talent technology dream code right side world requirement quite simple someone 2 year front developer knowledge browser troubleshooting debugging practice technique markup language html cs bootstrap sc javascript jquery knowledge graphic software adobe suite photoshop etc sense ownership pride performance impact success critical thinker problem solving player time management interpersonal plus point worked shopify full time 000 00 000 00 year web 2 year preferred html cs javascript jquery 2 year preferred remotely temporarily 
3918,Web Developer,Bengaluru,NextOnTop Hi-Tech SoftSolution Private Limited,300000-360000, duty front ui ensuring high quality adherence ux design design develop high quality software service feature working architect member align enterprise architecture framework guidance manager others analyze modify implement various common business need research ass adopt technology required assist project manager detailed estimate plan project delivered time meet client user business need strive quality performance usability reliability maintainability extensibility conduct research make recommendation apply technology identify opportunity process tool improvement required qualification strong design web mobile responsive application must developing rich web based application system using html5 css3 javascript jquery bootstrap javascript library framework angularjs node j preferred understanding asynchronous request handling partial page update ajax exposure cross browser compatibility issue way around agility mindset ui discipline building product understanding code versioning tool git tfs understanding seo principle ensuring application adhere knowledge modern build tool task runner like gulp independently resolve issue interpersonal strong critical analytical thinking manage task independently take self initiative tackle challenge project avid thinker get creative solution key html cs bootstrap responsiveness website angular j javascript full time 000 00 000 00 per programming html 1 year preferred total 1 year preferred javascript 1 year preferred angularjs 1 year preferred remotely temporarily 
3919,Web Developer,Bengaluru,Pankhuri,800000-1200000,pankhuri pankhuri india virtual assistant chat woman core category bridal assist bride discovering buying desired wedding look includes attire makeup artist photographer recommendation chat give curated option form video catalogue solves selection enables conversational commerce asking question understanding individual preference style taste purchasing power psychographic factor understanding compound time improves quality decision making  design product management team elegant usable responsive interactive interface across multiple device turning ui ux design prototype creating interaction design writing reusable content module maintainability code perform fast paced bring optimal flow rapidly changing design technology requirement 2 4 year relevant web developer ui developer javascript expert front engineer proficient javascript framework react vue angular et al sound knowledge html cs familiar ui layout sas bootstrap cs grid system debugging using javascript based tool like chrome developer console degree computer science statistic relevant field person serving notice period share current ctc resume full time 000 00 1 000 00 year programming html 2 year preferred total 2 year required javascript 2 year required angularjs 2 year required licence magneto preferred remotely temporarily 
3920,Web Developer,Bengaluru,Pankhuri,800000-1200000,pankhuri pankhuri india virtual assistant chat woman core category bridal assist bride discovering buying desired wedding look includes attire makeup artist photographer recommendation chat give curated option form video catalogue solves selection enables conversational commerce asking question understanding individual preference style taste purchasing power psychographic factor understanding compound time improves quality decision making  design product management team elegant usable responsive interactive interface across multiple device turning ui ux design prototype creating interaction design writing reusable content module maintainability code perform fast paced bring optimal flow rapidly changing design technology requirement 2 4 year relevant web developer ui developer javascript expert front engineer proficient javascript framework react vue angular et al sound knowledge html cs familiar ui layout sas bootstrap cs grid system debugging using javascript based tool like chrome developer console degree computer science statistic relevant field person serving notice period share current ctc resume full time 000 00 1 000 00 per year programming html 2 year preferred total 2 year required javascript 2 year required angularjs 2 year required licence magneto preferred remotely temporarily 
3925,Web Developer,Bengaluru,Tailwebs Technology Pvt. Ltd.,250000-500000,tailwebs develops market family mobile apps web based application provides business best information gathering technology right adding engineer motivated frontend developer support family business mobile apps web based application building working high project proven creating scalable web application using modern framework technology tailwebs challenging technology problem design solution lasting sustainable positive part cross functional scrum get alongside top talent including growing designer engineer awesome developer key  optimizing web page maximum speed scalability maintaining brand consistency throughout design use variety programming language order user friendly web page use variety programming language order user friendly web page multidisciplinary professional back developer web designer build high quality mock ups design different prototype provide high quality graphic visual element optimize web application per requirement maximum speed always stay consistent brand guideline get feedback user customer make suggestion better solution problem key requirement 0 2 year front developer keen eye design detailing knowledge browser troubleshooting debugging practice technique knowledge seo principle markup language along javascript cs jquery knowledge graphic software adobe suite photoshop etc critical thinker problem solving player interpersonal ba computer science similar relevant field full time full time 000 00 000 00 per year front 1 year preferred education bachelor required industry software remotely yes
3926,Web Developer,Bengaluru,Talent Corner HR Services PVT. LTD.,500000-650000,strong proficiency html cs javascript including dom manipulation javascript object model thorough understanding react j core principle popular react j workflow flux redux structure library e g immutable j knowledge isomorphic react plus familiarity restful apis knowledge modern authorization mechanism json web token familiarity modern front build pipeline tool business requirement translate technical implementation knack benchmarking optimization familiarity code versioning tool git full time 000 00 000 00 year programming html 2 year preferred total 2 year preferred javascript 2 year preferred
3929,Web Developer,Bengaluru,Ultimate Property Holdings,341073-1436645,seeking creative experienced front web developer multiple internal project based opening office india day must training verified alone others self starter needed time micro manage get pay potential help h1b visa usa desired front website mobile apps software type programming html 1 year required javascript 1 year required angularjs 1 year required licence magneto preferred industry software remotely yes
3930,Web Developer,Bengaluru,We Unite 91,250000-700000,1 4 year required javascript html5 cs jquery bootstrap medium query 1 depth knowledge html cs primary 2 knowledge principle responsive web design 3 experienced javascript ideally knowledge one framework angular react polymer 4 knowledge integrating web apps back using rest api type full time walk 000 00 000 00 per year programming html 1 year preferred cs 1 year preferred total 1 year preferred angularjs 1 year preferred licence magneto preferred
3932,Web Developer,Calicut,AppSure Software Solutions Pvt,20000-40000,creative person desire progress front developer working web application alongside ux designer back developer cutting edge consumer experience educate entertain million user expect html cs knowledge sound understanding web best practice least intermediate javascript knowledge essential function  working ui qa high quality browser device compatible fully responsive website web application develop user facing feature build reusable code library future use technical feasibility ui ux design assure user input validated submitting back engage internal issue review call knowledge 3 year modern web using html5 css3 javascript based web must implement 3 project proficient html cs javascript jquerry net net core c bootstrap basic knowledge angular j react node j verbal batchelor master degree computer science type full time volunteer 000 00 000 00 year front 1 year required remotely temporarily 
3934,Web Developer,Chennai,Playtonia Esports Pvt Ltd,300000-420000,interested creating user friendly writing code moving forward collaborate back developer web designer usability writing tested idiomatic vuejs javascript html cs build reusable code library future use tech savvy curious technology aspires combine usability visual design requirement proven front 1 5 year software vuejs git javascript write effective code strong problem solving troubleshooting independently fast paced frequent production release understanding performance efficiency strong customer focus cross functionally collaborate designer iterate design implementation product empathetic towards customer appreciate user full time chennai fall category mail along portfolio full time 000 00 000 00 year web 3 year required programming html 3 year required total 3 year required angularjs 3 year preferred licence magneto preferred remotely temporarily 
3935,Web Developer,Chennai,Playtonia Esports Pvt Ltd,300000-420000,interested creating user friendly writing code moving forward collaborate back developer web designer usability writing tested idiomatic vuejs javascript html cs build reusable code library future use tech savvy curious technology aspires combine usability visual design requirement proven front 1 5 year software vuejs git javascript write effective code strong problem solving troubleshooting independently fast paced frequent production release understanding performance efficiency strong customer focus cross functionally collaborate designer iterate design implementation product empathetic towards customer appreciate user full time chennai fall category mail along portfolio full time 000 00 000 00 per year web 3 year required programming html 3 year required total 3 year required angularjs 3 year preferred licence magneto preferred remotely temporarily 
3937,Web Developer,Coimbatore,Shloklabs Information System Pvt Ltd,264000-420000,  knowledge html5 sas cs javascript jquery knowledge frontend framework nodejs angularjs reactjs hand code technical knowledge microsoft technology like c asp net mvc m sql server proficiency reactjs asset strong knowledge web tool programming language time needed flexible time zone posse interpersonal knowledge git tfs jira added skill set frontend framework reactjs c mvc jquery m sql server git sas tfs full time 000 00 000 00 per web 2 year preferred total 2 year preferred angularjs 1 year preferred remotely temporarily 
3941,Web Developer,Gurgaon,Splice Global Services,180000-300000, web designer responsible creating website client primary duty include conceptualizing implementing creative website creating visual element line client branding working web proper hassle free implementation visual design proficient graphic design software adobe photoshop adobe illustrator  duty conceptualizing creative client testing improving design website establishing design guideline best practice maintaining appearance website enforcing content designing visual imagery website ensuring line branding client working different content management system communicating design using user flow process flow site map wireframes incorporating functionality feature website designing sample page including color font preparing design plan presenting website structure qualification relevant certification degree diploma related field proficiency graphic design software including adobe photoshop adobe illustrator visual design tool proficiency front web programming language angular react vue html cs jquery javascript understanding content management system understanding search engine optimization principle proficient understanding cross browser compatibility issue visual design date web protocol technology creative open adaptable willing technique full time 15 000 00 000 00 per 1 year preferred web designing 1 year preferred total 1 year preferred javascript 1 year preferred education bachelor preferred industry software remotely temporarily 
3947,Web Developer,Hyderabad,Geniecampus,120000-144000, front developer  duty translate creative software design concept reality using front technology user interface design solution practical intent creative vision convert engineered software key html cs javascript jquery responsive web design type part time 10 000 00 12 000 00 per web 1 year preferred programming html 1 year preferred industry software remotely yes
3950,Web Developer,Hyderabad,Wisemonk,500000-700000, core part involved challenging exciting project supporting creation outstanding enterprise solution used various product firm client building around 3d experience designing ar vr application building pipeline design rendering cross platform support estimating designing developing planning implementing software module feature fantastic engineering continuously learning area like javascript front framework revolving around cross platform 3d bring working multi skilled various technology solve real time production issue required qualification b computer science related discipline premier institution academic track record extensive hand 2d 3d rendering application design complex software product deep understanding computer science fundamental structure algorithm design pattern hld lld oops multi threading ooad concept graphic engine computer graphic 3d 2d mathematics added exposure graphic apis like opengl shader programming write optimized code strong analytical debugging efficient technical communication strong problem solving troubleshoot application issue spirit interpersonal written verbal analytical business thinking adaptability faster independent responsible diligent full time 000 00 000 00 per year three j 2 year preferred 3d modelling 1 year preferred education bachelor preferred remotely temporarily 
3951,Web Developer,India,HR Devi and Associates,350000-475000,    angularjs developer primary focus implement complete user interface form web app focus performance main duty include creating module component coupling together functional app artistic design delivered together html template ask help animation cs final html output front developer back developer communicate api using standard method thorough understanding component platform infrastructure required  include delivering complete front application ensuring high performance mobile desktop writing tested idiomatic documented javascript html cs coordinating workflow graphic designer html coder cooperating back developer process building restful api communicating external web service 3 lac thousand 4 lac thousand p industry software application programming maintenance 2 4 year qualification b tech b e key front angularjs cs html api javascript restful api web service
3955,Web Developer,Jaipur,Global Lancers,10000-20000,qualified front developer earliest interested creating user friendly writing code moving forward expect tech savvy curious technology aspires combine usability visual design wordpress knowledge familiarity using scrum agile methodology building object oriented web application javascript html5 css3 requirement 2 year frontend hand markup language html javascript cs jquery familiarity browser testing debugging depth understanding entire web process design deployment understanding layout aesthetic familiarity software like adobe suite photoshop content management system perform fast paced analytical multitasking bsc degree computer science relevant field get chance contribute get recognition day 1 flexible working hour conducive learning structure backend department award winning best class modern friendly supportive achievement oriented management competitive benefit professionally run hr thing every day onsite opportunity full time 10 000 00 000 00 per year wordpress 1 year preferred programming html 1 year required total 3 year required front 2 year required remotely temporarily 
3956,Web Developer,Jaipur,Hippo Cabs,360000-480000,  frontend developer responsible side primary focus implement complete user interface form mobile desktop web app focus performance main duty include creating module component coupling together functional app back developer communicate api using standard method thorough understanding component platform infrastructure required  delivering complete front application ensuring high performance mobile desktop writing tested idiomatic documented javascript jquery html cs ajax coordinating workflow graphic designer html coder cooperating back developer process building restful api communicating external web service proficiency javascript jquery html5 cs deep knowledge javascript practice commonly used module based extensive creating self contained reusable testable module component ensuring clear dependency chain app logic file system extensive knowledge cs j method providing performant visual effect keeping framerate 30fps time validating user action side providing responsive feedback writing non blocking code resorting advanced technique multi threading needed full time 000 00 000 00 front developer 2 year preferred jaipur rajasthan required remotely
3957,Web Developer,Jaipur,Hippo Cabs,360000-480000,  frontend developer responsible side primary focus implement complete user interface form mobile desktop web app focus performance main duty include creating module component coupling together functional app back developer communicate api using standard method thorough understanding component platform infrastructure required  delivering complete front application ensuring high performance mobile desktop writing tested idiomatic documented javascript jquery html cs ajax coordinating workflow graphic designer html coder cooperating back developer process building restful api communicating external web service proficiency javascript jquery html5 cs deep knowledge javascript practice commonly used module based extensive creating self contained reusable testable module component ensuring clear dependency chain app logic file system extensive knowledge cs j method providing performant visual effect keeping framerate 30fps time validating user action side providing responsive feedback writing non blocking code resorting advanced technique multi threading needed full time 000 00 000 00 per front developer 2 year preferred jaipur rajasthan required remotely
